N_W_m N_L_m P_W_m P_L_m VCM NFmin_dB NF_dB Rn SOpt_real SOpt_imag
5e-6 0.50e-6 30e-6 0.50e-6 1.15 0.0780441 22.377 8578.09 0.996388 0.0836753
10e-6 0.28e-6 0.66e-6 0.28e-6 0.55 0.0264629 20.6425 5746.73 0.999799 0.0172249
10e-6 0.28e-6 0.66e-6 0.28e-6 0.60 0.0188134 17.2993 2634.52 0.999762 0.0176271
10e-6 0.28e-6 0.66e-6 0.28e-6 0.65 0.0220787 18.1218 3194.21 0.999735 0.0192408
10e-6 0.28e-6 0.66e-6 0.28e-6 0.70 0.0454032 23.6178 11450.2 0.999734 0.0210061
10e-6 0.28e-6 0.66e-6 0.28e-6 0.75 0.0713077 27.1811 26073.4 0.999734 0.0216503
10e-6 0.28e-6 0.66e-6 0.28e-6 0.80 0.0944214 29.3848 43341 0.99973 0.0221178
10e-6 0.28e-6 0.66e-6 0.28e-6 0.85 0.113629 30.8238 60385.2 0.999726 0.0224715
10e-6 0.28e-6 0.66e-6 0.28e-6 0.90 0.12955 31.8386 76294.6 0.999722 0.022737
10e-6 0.28e-6 0.66e-6 0.28e-6 0.95 0.142992 32.6063 91055.4 0.999719 0.0229328
10e-6 0.28e-6 0.66e-6 0.28e-6 1.00 0.154534 33.2176 104824 0.999717 0.0230723
10e-6 0.28e-6 0.66e-6 0.28e-6 1.05 0.164547 33.7211 117717 0.999716 0.0231666
10e-6 0.28e-6 0.66e-6 0.28e-6 1.10 0.173348 34.1494 129924 0.999715 0.0232225
10e-6 0.28e-6 0.66e-6 0.28e-6 1.15 0.181273 34.5278 141754 0.999715 0.0232452
10e-6 0.28e-6 0.66e-6 0.36e-6 0.55 0.0248997 19.9005 4836.39 0.999787 0.0175089
10e-6 0.28e-6 0.66e-6 0.36e-6 0.60 0.0216733 18.2819 3316.06 0.99976 0.0181357
10e-6 0.28e-6 0.66e-6 0.36e-6 0.65 0.0348731 21.6272 7221.8 0.999736 0.0204304
10e-6 0.28e-6 0.66e-6 0.36e-6 0.70 0.0603089 25.8683 19258.5 0.999737 0.0213265
10e-6 0.28e-6 0.66e-6 0.36e-6 0.75 0.0838602 28.4346 34814.4 0.999732 0.0219174
10e-6 0.28e-6 0.66e-6 0.36e-6 0.80 0.103432 30.0449 50463.8 0.999726 0.0223704
10e-6 0.28e-6 0.66e-6 0.36e-6 0.85 0.119699 31.1582 65222.5 0.999721 0.0227162
10e-6 0.28e-6 0.66e-6 0.36e-6 0.90 0.133521 31.9948 79089.8 0.999717 0.0229743
10e-6 0.28e-6 0.66e-6 0.36e-6 0.95 0.145489 32.6624 92239.7 0.999714 0.0231609
10e-6 0.28e-6 0.66e-6 0.36e-6 1.00 0.155979 33.2182 104839 0.999712 0.0232874
10e-6 0.28e-6 0.66e-6 0.36e-6 1.05 0.165284 33.6968 117058 0.999711 0.0233637
10e-6 0.28e-6 0.66e-6 0.36e-6 1.10 0.173676 34.1224 129118 0.999711 0.0233963
10e-6 0.28e-6 0.66e-6 0.36e-6 1.15 0.181402 34.5106 141194 0.999712 0.0233923
10e-6 0.28e-6 0.66e-6 0.50e-6 0.55 0.0244454 19.2976 4202.98 0.999773 0.017917
10e-6 0.28e-6 0.66e-6 0.50e-6 0.60 0.0266626 19.5776 4486.24 0.999752 0.0189317
10e-6 0.28e-6 0.66e-6 0.50e-6 0.65 0.0469488 23.7201 11724.2 0.999732 0.0210465
10e-6 0.28e-6 0.66e-6 0.50e-6 0.70 0.0706629 26.8975 24422.1 0.999729 0.0217952
10e-6 0.28e-6 0.66e-6 0.50e-6 0.75 0.0911854 28.8621 38419.9 0.999723 0.0223641
10e-6 0.28e-6 0.66e-6 0.50e-6 0.80 0.108528 30.1904 52184.5 0.999716 0.0228079
10e-6 0.28e-6 0.66e-6 0.50e-6 0.85 0.123408 31.1731 65447.1 0.99971 0.0231461
10e-6 0.28e-6 0.66e-6 0.50e-6 0.90 0.136351 31.9483 78245.5 0.999706 0.0233952
10e-6 0.28e-6 0.66e-6 0.50e-6 0.95 0.147701 32.5884 90679.8 0.999703 0.0235694
10e-6 0.28e-6 0.66e-6 0.50e-6 1.00 0.157693 33.1366 102885 0.999702 0.0236778
10e-6 0.28e-6 0.66e-6 0.50e-6 1.05 0.166546 33.6207 115023 0.999702 0.0237295
10e-6 0.28e-6 0.66e-6 0.50e-6 1.10 0.174492 34.0598 127266 0.999703 0.0237309
10e-6 0.28e-6 0.66e-6 0.50e-6 1.15 0.181809 34.4646 139706 0.999704 0.0236926
10e-6 0.28e-6 2e-6 0.28e-6 0.55 0.0390843 23.1203 10205.5 0.99975 0.020288
10e-6 0.28e-6 2e-6 0.28e-6 0.60 0.0242238 18.6476 3611.7 0.999706 0.0208134
10e-6 0.28e-6 2e-6 0.28e-6 0.65 0.0157918 14.757 1444.95 0.999657 0.0208206
10e-6 0.28e-6 2e-6 0.28e-6 0.70 0.0171847 15.0938 1565.47 0.999631 0.0220231
10e-6 0.28e-6 2e-6 0.28e-6 0.75 0.0359276 20.856 6038.46 0.999643 0.0240125
10e-6 0.28e-6 2e-6 0.28e-6 0.80 0.0589831 24.8811 15332.1 0.999654 0.0245727
10e-6 0.28e-6 2e-6 0.28e-6 0.85 0.0833437 27.7183 29512 0.999657 0.0249359
10e-6 0.28e-6 2e-6 0.28e-6 0.90 0.106691 29.7556 47206.7 0.999657 0.0251897
10e-6 0.28e-6 2e-6 0.28e-6 0.95 0.127471 31.2333 66359.7 0.999656 0.0253606
10e-6 0.28e-6 2e-6 0.28e-6 1.00 0.144658 32.2968 84786.3 0.999656 0.0254597
10e-6 0.28e-6 2e-6 0.28e-6 1.05 0.157763 33.0431 100691 0.999657 0.0254952
10e-6 0.28e-6 2e-6 0.28e-6 1.10 0.167462 33.5802 113954 0.999659 0.0254688
10e-6 0.28e-6 2e-6 0.28e-6 1.15 0.175285 34.0177 126038 0.999662 0.0253828
10e-6 0.28e-6 2e-6 0.36e-6 0.55 0.0359613 21.828 7565.96 0.99972 0.0212329
10e-6 0.28e-6 2e-6 0.36e-6 0.60 0.0229674 17.7107 2901.17 0.999674 0.0216632
10e-6 0.28e-6 2e-6 0.36e-6 0.65 0.0183647 15.5525 1745.46 0.999641 0.0217907
10e-6 0.28e-6 2e-6 0.36e-6 0.70 0.0316389 19.6774 4591.36 0.999631 0.0240676
10e-6 0.28e-6 2e-6 0.36e-6 0.75 0.0568871 24.4035 13730.2 0.999643 0.024867
10e-6 0.28e-6 2e-6 0.36e-6 0.80 0.0827776 27.4671 27850.3 0.999645 0.0253372
10e-6 0.28e-6 2e-6 0.36e-6 0.85 0.105703 29.4679 44177 0.999643 0.025669
10e-6 0.28e-6 2e-6 0.36e-6 0.90 0.124595 30.8216 60352.4 0.999641 0.0258972
10e-6 0.28e-6 2e-6 0.36e-6 0.95 0.139638 31.7774 75222.3 0.99964 0.026037
10e-6 0.28e-6 2e-6 0.36e-6 1.00 0.151367 32.4828 88498 0.99964 0.0260926
10e-6 0.28e-6 2e-6 0.36e-6 1.05 0.160628 33.0401 100621 0.999642 0.0260691
10e-6 0.28e-6 2e-6 0.36e-6 1.10 0.168432 33.5262 112544 0.999646 0.0259689
10e-6 0.28e-6 2e-6 0.36e-6 1.15 0.175575 33.9813 124985 0.999651 0.0258038
10e-6 0.28e-6 2e-6 0.50e-6 0.55 0.0344042 20.4028 5435.24 0.999665 0.0228811
10e-6 0.28e-6 2e-6 0.50e-6 0.60 0.0232935 16.9337 2417.66 0.999629 0.0228073
10e-6 0.28e-6 2e-6 0.50e-6 0.65 0.0256917 17.4781 2747.15 0.999612 0.0236686
10e-6 0.28e-6 2e-6 0.50e-6 0.70 0.0509708 22.9239 9751.45 0.999612 0.025599
10e-6 0.28e-6 2e-6 0.50e-6 0.75 0.0780957 26.4162 21853.7 0.999615 0.0262175
10e-6 0.28e-6 2e-6 0.50e-6 0.80 0.101222 28.5449 35708.4 0.999612 0.0266498
10e-6 0.28e-6 2e-6 0.50e-6 0.85 0.119708 29.9312 49154.9 0.999609 0.026956
10e-6 0.28e-6 2e-6 0.50e-6 0.90 0.134444 30.9153 61669.2 0.999606 0.0271545
10e-6 0.28e-6 2e-6 0.50e-6 0.95 0.14626 31.6701 73383.6 0.999606 0.0272532
10e-6 0.28e-6 2e-6 0.50e-6 1.00 0.155751 32.2921 84692 0.999607 0.02725
10e-6 0.28e-6 2e-6 0.50e-6 1.05 0.163518 32.8433 96159.3 0.999612 0.0271476
10e-6 0.28e-6 2e-6 0.50e-6 1.10 0.170171 33.3622 108370 0.999619 0.0269512
10e-6 0.28e-6 2e-6 0.50e-6 1.15 0.176358 33.8622 121600 0.999627 0.0266851
10e-6 0.28e-6 10e-6 0.28e-6 0.55 0.077223 25.8244 19059.7 0.999213 0.0384684
10e-6 0.28e-6 10e-6 0.28e-6 0.60 0.0537514 22.5245 8888.33 0.99917 0.0389792
10e-6 0.28e-6 10e-6 0.28e-6 0.65 0.0338853 18.4301 3431.91 0.999111 0.0393705
10e-6 0.28e-6 10e-6 0.28e-6 0.70 0.0217299 14.6174 1397.25 0.999044 0.0394095
10e-6 0.28e-6 10e-6 0.28e-6 0.75 0.0140072 11.0401 585.1 0.999044 0.0368845
10e-6 0.28e-6 10e-6 0.28e-6 0.80 0.0164081 12.1901 777.62 0.99903 0.0381401
10e-6 0.28e-6 10e-6 0.28e-6 0.85 0.0289752 16.7592 2319.84 0.999075 0.0395333
10e-6 0.28e-6 10e-6 0.28e-6 0.90 0.044651 20.4096 5442.38 0.999114 0.0397905
10e-6 0.28e-6 10e-6 0.28e-6 0.95 0.0654393 23.7232 11729.3 0.999143 0.0398165
10e-6 0.28e-6 10e-6 0.28e-6 1.00 0.0925973 26.8023 23885 0.999168 0.0396638
10e-6 0.28e-6 10e-6 0.28e-6 1.05 0.120836 29.2438 41943.2 0.999193 0.0393318
10e-6 0.28e-6 10e-6 0.28e-6 1.10 0.139287 30.6765 58355.6 0.99922 0.0387938
10e-6 0.28e-6 10e-6 0.28e-6 1.15 0.148344 31.4861 70325.2 0.999252 0.0380412
10e-6 0.28e-6 10e-6 0.36e-6 0.55 0.0696402 23.6535 11540.9 0.998996 0.0432255
10e-6 0.28e-6 10e-6 0.36e-6 0.60 0.0505819 20.7883 5942.26 0.998947 0.0436973
10e-6 0.28e-6 10e-6 0.36e-6 0.65 0.0325551 16.9611 2432.41 0.998879 0.0439589
10e-6 0.28e-6 10e-6 0.36e-6 0.70 0.0204864 13.1515 982.6 0.998841 0.0428534
10e-6 0.28e-6 10e-6 0.36e-6 0.75 0.0179819 12.0472 750.789 0.998889 0.0408644
10e-6 0.28e-6 10e-6 0.36e-6 0.80 0.0333166 17.0454 2481.1 0.998924 0.0429131
10e-6 0.28e-6 10e-6 0.36e-6 0.85 0.0533957 21.0548 6321.64 0.998966 0.0432664
10e-6 0.28e-6 10e-6 0.36e-6 0.90 0.0773133 24.2926 13378.3 0.998995 0.0433226
10e-6 0.28e-6 10e-6 0.36e-6 0.95 0.103176 26.8979 24415.5 0.999019 0.0431745
10e-6 0.28e-6 10e-6 0.36e-6 1.00 0.124858 28.7369 37314.6 0.999045 0.0427927
10e-6 0.28e-6 10e-6 0.36e-6 1.05 0.137672 29.8593 48334.3 0.999078 0.0421562
10e-6 0.28e-6 10e-6 0.36e-6 1.10 0.144505 30.649 57983.9 0.99912 0.0412469
10e-6 0.28e-6 10e-6 0.36e-6 1.15 0.149632 31.3881 68752.5 0.99917 0.0401123
10e-6 0.28e-6 10e-6 0.50e-6 0.55 0.0631033 20.8679 6052.06 0.998549 0.0515693
10e-6 0.28e-6 10e-6 0.50e-6 0.60 0.0492322 18.6966 3651.16 0.998494 0.0519593
10e-6 0.28e-6 10e-6 0.50e-6 0.65 0.0332987 15.416 1688.95 0.998431 0.0518006
10e-6 0.28e-6 10e-6 0.50e-6 0.70 0.0234948 12.6033 860.074 0.998584 0.0469151
10e-6 0.28e-6 10e-6 0.50e-6 0.75 0.0359483 16.0939 1982.84 0.998593 0.0489294
10e-6 0.28e-6 10e-6 0.50e-6 0.80 0.0604265 20.5206 5583.3 0.998646 0.04956
10e-6 0.28e-6 10e-6 0.50e-6 0.85 0.0859774 23.6289 11473.7 0.998678 0.0496954
10e-6 0.28e-6 10e-6 0.50e-6 0.90 0.109361 25.8406 19126.1 0.998704 0.0495887
10e-6 0.28e-6 10e-6 0.50e-6 0.95 0.127396 27.3735 27243.1 0.998734 0.0492287
10e-6 0.28e-6 10e-6 0.50e-6 1.00 0.138691 28.4334 34788.1 0.998775 0.0485468
10e-6 0.28e-6 10e-6 0.50e-6 1.05 0.144922 29.2744 42233.1 0.998831 0.0475121
10e-6 0.28e-6 10e-6 0.50e-6 1.10 0.148642 30.0961 51041.9 0.998902 0.0461244
10e-6 0.28e-6 10e-6 0.50e-6 1.15 0.151705 30.9642 62349 0.998981 0.0444965
10e-6 0.28e-6 20e-6 0.28e-6 0.55 0.0925821 25.2344 16622.7 0.998067 0.0611025
10e-6 0.28e-6 20e-6 0.28e-6 0.60 0.0743999 23.2519 10512.2 0.998021 0.061567
10e-6 0.28e-6 20e-6 0.28e-6 0.65 0.0518751 20.075 5032.23 0.997963 0.0619174
10e-6 0.28e-6 20e-6 0.28e-6 0.70 0.0346472 16.5996 2233.08 0.997895 0.0620478
10e-6 0.28e-6 20e-6 0.28e-6 0.75 0.0229064 13.1923 991.859 0.997844 0.0614534
10e-6 0.28e-6 20e-6 0.28e-6 0.80 0.0145877 9.69799 416.085 0.998031 0.0559347
10e-6 0.28e-6 20e-6 0.28e-6 0.85 0.0176277 11.1647 603.307 0.998038 0.0570021
10e-6 0.28e-6 20e-6 0.28e-6 0.90 0.0287485 15.1484 1584.77 0.998112 0.0579277
10e-6 0.28e-6 20e-6 0.28e-6 0.95 0.0435644 18.7376 3685.68 0.99819 0.0578284
10e-6 0.28e-6 20e-6 0.28e-6 1.00 0.0652762 22.3519 8536.31 0.998264 0.057377
10e-6 0.28e-6 20e-6 0.28e-6 1.05 0.0936601 25.6928 18481.2 0.998339 0.0566
10e-6 0.28e-6 20e-6 0.28e-6 1.10 0.116625 27.9108 30832.8 0.998418 0.0554391
10e-6 0.28e-6 20e-6 0.28e-6 1.15 0.127094 29.077 40347.6 0.998512 0.0538708
10e-6 0.28e-6 20e-6 0.36e-6 0.55 0.0819314 22.6786 9203.1 0.997404 0.0705719
10e-6 0.28e-6 20e-6 0.36e-6 0.60 0.068187 21.0455 6302.99 0.997353 0.070983
10e-6 0.28e-6 20e-6 0.36e-6 0.65 0.0492828 18.2374 3277.85 0.997287 0.0712241
10e-6 0.28e-6 20e-6 0.36e-6 0.70 0.0330989 14.9051 1495.06 0.997223 0.0709799
10e-6 0.28e-6 20e-6 0.36e-6 0.75 0.0208265 11.2733 619.66 0.997375 0.066866
10e-6 0.28e-6 20e-6 0.36e-6 0.80 0.0206744 11.2513 616.33 0.997584 0.063681
10e-6 0.28e-6 20e-6 0.36e-6 0.85 0.0362279 15.8788 1883.76 0.997656 0.0651115
10e-6 0.28e-6 20e-6 0.36e-6 0.90 0.0553628 19.5833 4487.76 0.997742 0.0650158
10e-6 0.28e-6 20e-6 0.36e-6 0.95 0.0791366 22.8309 9535.3 0.99782 0.0645246
10e-6 0.28e-6 20e-6 0.36e-6 1.00 0.103166 25.3977 17260.2 0.997906 0.0636113
10e-6 0.28e-6 20e-6 0.36e-6 1.05 0.11852 26.9979 24973.1 0.998007 0.0622271
10e-6 0.28e-6 20e-6 0.36e-6 1.10 0.125293 28.0218 31628 0.998133 0.0603273
10e-6 0.28e-6 20e-6 0.36e-6 1.15 0.129207 28.9536 39211.1 0.998279 0.0579986
10e-6 0.28e-6 20e-6 0.50e-6 0.55 0.0718001 19.3913 4287.95 0.996002 0.0871529
10e-6 0.28e-6 20e-6 0.50e-6 0.60 0.0628203 18.2384 3276.49 0.995946 0.087469
10e-6 0.28e-6 20e-6 0.50e-6 0.65 0.0484806 16.0633 1966 0.995884 0.0874638
10e-6 0.28e-6 20e-6 0.50e-6 0.70 0.0336388 13.1457 979.846 0.995917 0.085806
10e-6 0.28e-6 20e-6 0.50e-6 0.75 0.0262708 11.2569 616.918 0.99658 0.0764876
10e-6 0.28e-6 20e-6 0.50e-6 0.80 0.0430527 15.3758 1671.49 0.996664 0.0779074
10e-6 0.28e-6 20e-6 0.50e-6 0.85 0.0657331 19.0797 3989.16 0.996767 0.077951
10e-6 0.28e-6 20e-6 0.50e-6 0.90 0.0887749 21.844 7583.43 0.996858 0.0774844
10e-6 0.28e-6 20e-6 0.50e-6 0.95 0.108462 23.849 12062.5 0.99696 0.0765677
10e-6 0.28e-6 20e-6 0.50e-6 1.00 0.121012 25.2117 16528 0.997094 0.0750589
10e-6 0.28e-6 20e-6 0.50e-6 1.05 0.1271 26.2325 20922.1 0.99727 0.0728851
10e-6 0.28e-6 20e-6 0.50e-6 1.10 0.129955 27.2288 26332.5 0.997487 0.0700366
10e-6 0.28e-6 20e-6 0.50e-6 1.15 0.131807 28.324 33903.7 0.997726 0.0667295
10e-6 0.28e-6 30e-6 0.28e-6 0.55 0.09867 24.3613 13575.2 0.996414 0.0836203
10e-6 0.28e-6 30e-6 0.28e-6 0.60 0.0851087 23.0252 9966.71 0.996364 0.0840373
10e-6 0.28e-6 30e-6 0.28e-6 0.65 0.0646685 20.6157 5701.37 0.996307 0.0843349
10e-6 0.28e-6 30e-6 0.28e-6 0.70 0.0455393 17.6001 2822.19 0.996244 0.0844294
10e-6 0.28e-6 30e-6 0.28e-6 0.75 0.0311635 14.4407 1337.7 0.996193 0.0840519
10e-6 0.28e-6 30e-6 0.28e-6 0.80 0.0200885 11.0165 580.903 0.996297 0.0812245
10e-6 0.28e-6 30e-6 0.28e-6 0.85 0.0151003 8.90286 337.907 0.996698 0.0746051
10e-6 0.28e-6 30e-6 0.28e-6 0.90 0.0226816 12.1137 762.368 0.996775 0.0758622
10e-6 0.28e-6 30e-6 0.28e-6 0.95 0.034839 15.7538 1828.19 0.996907 0.0757554
10e-6 0.28e-6 30e-6 0.28e-6 1.00 0.0529147 19.4842 4383.84 0.997043 0.0750182
10e-6 0.28e-6 30e-6 0.28e-6 1.05 0.0785938 23.1586 10283.2 0.997185 0.0738016
10e-6 0.28e-6 30e-6 0.28e-6 1.10 0.102024 25.8024 18945.5 0.997341 0.0720236
10e-6 0.28e-6 30e-6 0.28e-6 1.15 0.112909 27.1989 26152.2 0.997522 0.0696462
10e-6 0.28e-6 30e-6 0.36e-6 0.55 0.0865944 21.6457 7236.33 0.995074 0.0977373
10e-6 0.28e-6 30e-6 0.36e-6 0.60 0.0764775 20.5503 5611.86 0.995021 0.0980836
10e-6 0.28e-6 30e-6 0.36e-6 0.65 0.0602546 18.4989 3480.37 0.994961 0.09826
10e-6 0.28e-6 30e-6 0.36e-6 0.70 0.0432175 15.7103 1807.71 0.994905 0.0980579
10e-6 0.28e-6 30e-6 0.36e-6 0.75 0.0289377 12.5123 839.696 0.994956 0.0962949
10e-6 0.28e-6 30e-6 0.36e-6 0.80 0.0196877 9.62643 408.035 0.995761 0.0857457
10e-6 0.28e-6 30e-6 0.36e-6 0.85 0.0290861 12.7961 900.175 0.995862 0.0866954
10e-6 0.28e-6 30e-6 0.36e-6 0.90 0.0455651 16.6586 2262.24 0.996012 0.086587
10e-6 0.28e-6 30e-6 0.36e-6 0.95 0.0666736 20.1126 5072.01 0.996164 0.0857666
10e-6 0.28e-6 30e-6 0.36e-6 1.00 0.0898183 22.9978 9903.48 0.996333 0.0843293
10e-6 0.28e-6 30e-6 0.36e-6 1.05 0.105637 24.8624 15242.4 0.996535 0.0822057
10e-6 0.28e-6 30e-6 0.36e-6 1.10 0.112215 26.0219 19924.6 0.996784 0.0793254
10e-6 0.28e-6 30e-6 0.36e-6 1.15 0.115406 27.0641 25345.6 0.997069 0.0758141
10e-6 0.28e-6 30e-6 0.50e-6 0.55 0.0748892 18.1733 3221.02 0.992213 0.122396
10e-6 0.28e-6 30e-6 0.50e-6 0.60 0.0682867 17.3902 2681.37 0.992159 0.122625
10e-6 0.28e-6 30e-6 0.50e-6 0.65 0.0569804 15.8838 1880.88 0.992111 0.122564
10e-6 0.28e-6 30e-6 0.50e-6 0.70 0.0428667 13.5952 1090.11 0.992133 0.121543
10e-6 0.28e-6 30e-6 0.50e-6 0.75 0.0288746 10.5758 519.298 0.99326 0.110272
10e-6 0.28e-6 30e-6 0.50e-6 0.80 0.0348177 12.2001 777.617 0.993885 0.105661
10e-6 0.28e-6 30e-6 0.50e-6 0.85 0.0555273 16.2027 2029.93 0.994052 0.105982
10e-6 0.28e-6 30e-6 0.50e-6 0.90 0.0769272 19.1813 4079.58 0.994235 0.10518
10e-6 0.28e-6 30e-6 0.50e-6 0.95 0.0960482 21.3919 6820.63 0.994444 0.103718
10e-6 0.28e-6 30e-6 0.50e-6 1.00 0.108535 22.9016 9677.85 0.994716 0.101396
10e-6 0.28e-6 30e-6 0.50e-6 1.05 0.114344 24.0093 12506.1 0.995071 0.0981003
10e-6 0.28e-6 30e-6 0.50e-6 1.10 0.116786 25.0934 16069.4 0.995506 0.0938113
10e-6 0.28e-6 30e-6 0.50e-6 1.15 0.118125 26.3133 21302 0.995981 0.0888463
10e-6 0.36e-6 0.66e-6 0.28e-6 0.55 0.0360478 24.2377 13215 0.999815 0.0175364
10e-6 0.36e-6 0.66e-6 0.28e-6 0.60 0.0323263 22.4151 8668.43 0.999787 0.0184695
10e-6 0.36e-6 0.66e-6 0.28e-6 0.65 0.0239368 18.9905 3912.6 0.999741 0.0193955
10e-6 0.36e-6 0.66e-6 0.28e-6 0.70 0.0304458 20.03 4984.1 0.999685 0.0221207
10e-6 0.36e-6 0.66e-6 0.28e-6 0.75 0.055966 24.2706 13314.9 0.999655 0.0243401
10e-6 0.36e-6 0.66e-6 0.28e-6 0.80 0.0791916 26.7065 23367.8 0.999636 0.0255083
10e-6 0.36e-6 0.66e-6 0.28e-6 0.85 0.0980171 28.1935 32929.9 0.999619 0.0263159
10e-6 0.36e-6 0.66e-6 0.28e-6 0.90 0.113424 29.217 41693.5 0.999607 0.0268827
10e-6 0.36e-6 0.66e-6 0.28e-6 0.95 0.126429 29.9947 49879.2 0.999599 0.0272742
10e-6 0.36e-6 0.66e-6 0.28e-6 1.00 0.137678 30.6242 57668 0.999593 0.0275387
10e-6 0.36e-6 0.66e-6 0.28e-6 1.05 0.147564 31.1532 65144.3 0.99959 0.0277124
10e-6 0.36e-6 0.66e-6 0.28e-6 1.10 0.156387 31.6107 72386.4 0.999588 0.0278193
10e-6 0.36e-6 0.66e-6 0.28e-6 1.15 0.164426 32.018 79508.3 0.999588 0.0278755
10e-6 0.36e-6 0.66e-6 0.36e-6 0.55 0.0320622 22.9253 9755.5 0.999803 0.0178514
10e-6 0.36e-6 0.66e-6 0.36e-6 0.60 0.029746 21.4662 6957.38 0.999775 0.0187734
10e-6 0.36e-6 0.66e-6 0.36e-6 0.65 0.024632 19.0033 3924.25 0.999728 0.0199658
10e-6 0.36e-6 0.66e-6 0.36e-6 0.70 0.0436762 22.7471 9360.78 0.999679 0.0231375
10e-6 0.36e-6 0.66e-6 0.36e-6 0.75 0.067134 25.6483 18304.2 0.999652 0.0247127
10e-6 0.36e-6 0.66e-6 0.36e-6 0.80 0.0864924 27.3501 27108.6 0.999631 0.0257892
10e-6 0.36e-6 0.66e-6 0.36e-6 0.85 0.102441 28.4836 35207.9 0.999613 0.0265705
10e-6 0.36e-6 0.66e-6 0.36e-6 0.90 0.116038 29.3366 42859.6 0.999601 0.0271238
10e-6 0.36e-6 0.66e-6 0.36e-6 0.95 0.12791 30.0288 50273.2 0.999592 0.0275038
10e-6 0.36e-6 0.66e-6 0.36e-6 1.00 0.13843 30.6156 57553.7 0.999587 0.0277543
10e-6 0.36e-6 0.66e-6 0.36e-6 1.05 0.147872 31.1278 64764 0.999584 0.0279096
10e-6 0.36e-6 0.66e-6 0.36e-6 1.10 0.156474 31.5859 71972.9 0.999583 0.0279931
10e-6 0.36e-6 0.66e-6 0.36e-6 1.15 0.164437 32.0027 79229 0.999583 0.0280225
10e-6 0.36e-6 0.66e-6 0.50e-6 0.55 0.0289414 21.4467 6925.98 0.999783 0.0184036
10e-6 0.36e-6 0.66e-6 0.50e-6 0.60 0.0281473 20.5304 5599.04 0.999756 0.0192758
10e-6 0.36e-6 0.66e-6 0.50e-6 0.65 0.0317549 20.6515 5758.63 0.999707 0.0214216
10e-6 0.36e-6 0.66e-6 0.50e-6 0.70 0.0530546 23.9826 12457.4 0.999667 0.0238166
10e-6 0.36e-6 0.66e-6 0.50e-6 0.75 0.0732103 26.1201 20410.2 0.999641 0.0252003
10e-6 0.36e-6 0.66e-6 0.50e-6 0.80 0.0901606 27.491 28003.9 0.999619 0.0262385
10e-6 0.36e-6 0.66e-6 0.50e-6 0.85 0.104784 28.4916 35272.1 0.999601 0.0270043
10e-6 0.36e-6 0.66e-6 0.50e-6 0.90 0.117646 29.2901 42401.5 0.999589 0.027546
10e-6 0.36e-6 0.66e-6 0.50e-6 0.95 0.129067 29.9612 49495.7 0.99958 0.0279125
10e-6 0.36e-6 0.66e-6 0.50e-6 1.00 0.139266 30.5441 56612.7 0.999576 0.0281446
10e-6 0.36e-6 0.66e-6 0.50e-6 1.05 0.148444 31.0626 63798 0.999573 0.0282752
10e-6 0.36e-6 0.66e-6 0.50e-6 1.10 0.156802 31.5328 71098.4 0.999573 0.0283274
10e-6 0.36e-6 0.66e-6 0.50e-6 1.15 0.164553 31.9641 78526.6 0.999575 0.0283226
10e-6 0.36e-6 2e-6 0.28e-6 0.55 0.0551355 26.8524 24169.2 0.999762 0.0205868
10e-6 0.36e-6 2e-6 0.28e-6 0.60 0.0473406 24.8295 15151.1 0.999733 0.0215137
10e-6 0.36e-6 2e-6 0.28e-6 0.65 0.0328686 20.9703 6200.94 0.999686 0.0224991
10e-6 0.36e-6 2e-6 0.28e-6 0.70 0.0210501 16.5612 2214.82 0.999622 0.0231769
10e-6 0.36e-6 2e-6 0.28e-6 0.75 0.0252228 17.3603 2672.24 0.999566 0.0254997
10e-6 0.36e-6 2e-6 0.28e-6 0.80 0.0488371 22.286 8412.33 0.999547 0.0277791
10e-6 0.36e-6 2e-6 0.28e-6 0.85 0.0734099 25.405 17303.2 0.999538 0.028733
10e-6 0.36e-6 2e-6 0.28e-6 0.90 0.0957968 27.4723 27882.5 0.999531 0.0293192
10e-6 0.36e-6 2e-6 0.28e-6 0.95 0.114762 28.8905 38668.9 0.999525 0.0296953
10e-6 0.36e-6 2e-6 0.28e-6 1.00 0.130078 29.8885 48672.3 0.999521 0.0299225
10e-6 0.36e-6 2e-6 0.28e-6 1.05 0.141984 30.6016 57366.2 0.99952 0.0300386
10e-6 0.36e-6 2e-6 0.28e-6 1.10 0.151323 31.1393 64932.9 0.999521 0.0300636
10e-6 0.36e-6 2e-6 0.28e-6 1.15 0.159278 31.5923 72078 0.999524 0.0300113
10e-6 0.36e-6 2e-6 0.36e-6 0.55 0.0484687 25.0495 15940.9 0.999733 0.0215422
10e-6 0.36e-6 2e-6 0.36e-6 0.60 0.0425395 23.3251 10700.5 0.999702 0.0224607
10e-6 0.36e-6 2e-6 0.36e-6 0.65 0.0303274 19.8146 4740.39 0.999653 0.023397
10e-6 0.36e-6 2e-6 0.36e-6 0.70 0.021877 16.4532 2159.18 0.999591 0.0241675
10e-6 0.36e-6 2e-6 0.36e-6 0.75 0.0433277 21.46 6946.63 0.999554 0.0273396
10e-6 0.36e-6 2e-6 0.36e-6 0.80 0.0691396 24.9446 15557.8 0.999537 0.02869
10e-6 0.36e-6 2e-6 0.36e-6 0.85 0.0912337 27.0313 25185 0.999523 0.0295033
